day,u_casemix,u_incident,u_incident_shift,u_arr_morning,u_arr_evening,u_arr_night,u_bedhrs_morning,u_bedhrs_evening,u_bedhrs_night,u_abs_doctor_morning,u_abs_doctor_evening,u_abs_doctor_night,u_abs_nurse_morning,u_abs_nurse_evening,u_abs_nurse_night,u_abs_tech_morning,u_abs_tech_evening,u_abs_tech_night
448,0.219508,0.16998,0.909892,0.303472,0.81224,0.348172,0.382358,0.292319,0.749144,0.881917,0.81156,0.489326,0.843282,0.008388,0.832577,0.457234,0.555448,0.826739
449,0.608908,0.523761,0.680734,0.465712,0.191983,0.38098,0.799539,0.290548,0.782802,0.940065,0.398555,0.648131,0.593916,0.494806,0.267384,0.880224,0.476669,0.8456
450,0.601404,0.2369,0.785758,0.074481,0.964077,0.319702,0.82812,0.667,0.930606,0.328991,0.616876,0.934233,0.939851,0.235885,0.505438,0.605603,0.249921,0.883877
451,0.963248,0.766397,0.453667,0.382464,0.527248,0.220639,0.220827,0.196229,0.727791,0.729915,0.604429,0.344452,0.489239,0.442622,0.982689,0.908662,0.469373,0.47391
452,0.089621,0.525759,0.22731,0.481021,0.996878,0.563992,0.000597,0.764441,0.959023,0.260215,0.910916,0.246791,0.77538,0.297436,0.522173,0.041236,0.931049,0.164866
453,0.20752,0.486465,0.39531,0.460371,0.088417,0.183576,0.046068,0.429653,0.728019,0.437283,0.079104,0.226304,0.378272,0.658949,0.792547,0.138574,0.598293,0.918466
454,0.661553,0.515411,0.350128,0.074194,0.288671,0.402022,0.486956,0.603371,0.101267,0.406415,0.57804,0.488528,0.768991,0.781759,0.006921,0.806581,0.254005,0.086624
455,0.330899,0.343924,0.718682,0.706929,0.881167,0.467826,0.118243,0.373069,0.305373,0.796819,0.273603,0.939656,0.290116,0.349351,0.115885,0.635626,0.345239,0.003609
456,0.128583,0.854358,0.501812,0.474844,0.16957,0.942136,0.36702,0.147832,0.003921,0.664965,0.079476,0.51301,0.159215,0.071946,0.893063,0.634604,0.759644,0.61303
457,0.895369,0.022128,0.686624,0.359362,0.232501,0.146615,0.31788,0.766146,0.777694,0.366125,0.611907,0.579054,0.992762,0.913364,0.81035,0.547516,0.382332,0.054733
458,0.731476,0.267666,0.765094,0.70039,0.527537,0.251666,0.924537,0.493528,0.214055,0.856871,0.245105,0.547531,0.129354,0.526476,0.251207,0.342666,0.783032,0.679948
459,0.222552,0.312835,0.42522,0.57733,0.234074,0.878793,0.964691,0.774253,0.324604,0.437702,0.436972,0.188516,0.95467,0.358142,0.33699,0.916103,0.796299,0.981861
460,0.09521,0.181808,0.110934,0.130084,0.454467,0.819436,0.118803,0.427695,0.768363,0.695873,0.064596,0.830858,0.005998,0.17218,0.982752,0.752699,0.852405,0.171045
461,0.842412,0.686972,0.835989,0.199738,0.848171,0.848486,0.113471,0.288103,0.803405,0.921863,0.610567,0.304601,0.219903,0.861168,0.325762,0.98735,0.187682,0.460713
462,0.569962,0.025748,0.864217,0.343373,0.41376,0.23461,0.443102,0.752339,0.700699,0.749592,0.663312,0.089792,0.662662,0.307396,0.786309,0.048833,0.139801,0.130308
463,0.929579,0.610498,0.296525,0.276508,0.464406,0.44078,0.719711,0.191935,0.428358,0.490076,0.578165,0.676707,0.957146,0.872657,0.906769,0.984801,0.871086,0.99571
464,0.517182,0.74119,0.416516,0.153745,0.831178,0.701987,0.813693,0.050326,0.42748,0.248887,0.21266,0.380463,0.985799,0.24697,0.482868,0.410612,0.080261,0.497495
465,0.230878,0.275992,0.586738,0.234693,0.731741,0.08845,0.12386,0.714928,0.326709,0.266639,0.893027,0.143232,0.255511,0.540641,0.036242,0.931844,0.011218,0.679477
466,0.133562,0.27472,0.057401,0.094261,0.673604,0.744217,0.697886,0.568902,0.513671,0.272861,0.015266,0.866941,0.285149,0.760896,0.991172,0.215675,0.350567,0.213824
467,0.417913,0.455953,0.321852,0.355076,0.571463,0.811488,0.110755,0.207117,0.767209,0.549861,0.075374,0.399227,0.263508,0.005278,0.71184,0.331709,0.825244,0.433601
468,0.684017,0.338648,0.86095,0.596652,0.982508,0.032788,0.420927,0.817084,0.633274,0.27266,0.327357,0.282842,0.994969,0.706827,0.830767,0.169825,0.463289,0.509536
469,0.0043,0.269627,0.440521,0.744839,0.419193,0.42308,0.874061,0.268112,0.527826,0.37627,0.19422,0.758046,0.454095,0.421103,0.304331,0.75866,0.427114,0.51694
470,0.395352,0.646889,0.721531,0.705004,0.98292,0.263327,0.611707,0.994421,0.440811,0.540143,0.995796,0.148844,0.215048,0.821507,0.776276,0.45146,0.535913,0.203803
471,0.403828,0.274296,0.222093,0.070291,0.838179,0.248046,0.391728,0.505321,0.033795,0.012867,0.689823,0.01118,0.523315,0.657204,0.583918,0.341945,0.571584,0.806696
472,0.671011,0.694864,0.992703,0.359848,0.252743,0.032985,0.165322,0.393943,0.625159,0.320192,0.242698,0.34661,0.510951,0.376946,0.011064,0.110461,0.573498,0.248899
473,0.194962,0.368033,0.851887,0.105076,0.076235,0.013066,0.861533,0.664336,0.176835,0.84515,0.367474,0.199484,0.463895,0.852683,0.304241,0.68768,0.489319,0.855572
474,0.876071,0.842742,0.599828,0.166464,0.667374,0.475775,0.597433,0.996598,0.641844,0.286989,0.201459,0.033335,0.402494,0.682626,0.214639,0.297661,0.364713,0.196804
475,0.325088,0.947408,0.926386,0.030333,0.857873,0.960706,0.506022,0.635438,0.877409,0.279104,0.09237,0.788734,0.656507,0.236767,0.314322,0.198307,0.530984,0.565922
476,0.826808,0.738199,0.921906,0.895549,0.273154,0.283332,0.442112,0.321047,0.1453,0.710594,0.473497,0.485954,0.899281,0.550148,0.65496,0.89135,0.527853,0.969795
477,0.827623,0.350821,0.63769,0.622002,0.749391,0.640362,0.83139,0.588519,0.177669,0.322081,0.455144,0.928835,0.151229,0.484868,0.943856,0.921198,0.814256,0.187794
478,0.88488,0.602182,0.777539,0.342186,0.921265,0.733988,0.086551,0.946471,0.757922,0.087773,0.280009,0.116603,0.356024,0.172002,0.195863,0.306839,0.980218,0.228556
479,0.258829,0.777787,0.873726,0.711066,0.438874,0.230841,0.631859,0.417933,0.125563,0.149686,0.03715,0.192223,0.391718,0.496141,0.126461,0.201563,0.671575,0.514465
480,0.839866,0.361779,0.789371,0.700435,0.062098,0.261086,0.346394,0.028533,0.097689,0.940462,0.559143,0.601891,0.749985,0.967976,0.711768,0.345174,0.945978,0.372932
481,0.230507,0.54546,0.753333,0.018615,0.104841,0.870679,0.744975,0.332167,0.039661,0.392061,0.829705,0.956094,0.971776,0.261509,0.578651,0.47187,0.251791,0.242093
482,0.399443,0.124752,0.51567,0.849583,0.173994,0.24447,0.125386,0.263551,0.821362,0.96218,0.230738,0.89323,0.49391,0.986185,0.625163,0.425646,0.558931,0.719358
483,0.177683,0.486424,0.625262,0.372535,0.031673,0.284522,0.444182,0.420666,0.415929,0.112497,0.559243,0.983438,0.445853,0.141698,0.149983,0.643362,0.663025,0.378284
484,0.484131,0.411666,0.458218,0.025363,0.28817,0.211143,0.289555,0.555013,0.737784,0.213386,0.022996,0.088926,0.983225,0.615266,0.112537,0.931978,0.410585,0.271337
485,0.075194,0.277037,0.409133,0.883708,0.239872,0.299044,0.020649,0.214266,0.066938,0.586142,0.846339,0.903712,0.320831,0.562677,0.173513,0.461213,0.43003,0.818887
486,0.956842,0.227223,0.475308,0.527291,0.582691,0.510416,0.344227,0.601198,0.383802,0.154042,0.594966,0.859145,0.515623,0.464163,0.27608,0.012206,0.501414,0.001221
487,0.012997,0.119564,0.23114,0.414671,0.259486,0.197446,0.708116,0.39343,0.62116,0.363045,0.454472,0.372091,0.474773,0.920666,0.036271,0.882619,0.813578,0.103018
488,0.496596,0.088888,0.034278,0.602646,0.749925,0.248692,0.82735,0.582355,0.049845,0.038721,0.203145,0.519743,0.800201,0.91357,0.71705,0.449206,0.78773,0.302458
489,0.838095,0.021738,0.540099,0.960664,0.991605,0.061922,0.06318,0.189916,0.163189,0.911095,0.22385,0.507391,0.984949,0.481248,0.562519,0.493798,0.765427,0.483388
490,0.132515,0.112737,0.60411,0.416414,0.974426,0.418863,0.66253,0.009276,0.444989,0.706269,0.245949,0.667813,0.918613,0.066103,0.705144,0.347872,0.230426,0.702594
491,0.597102,0.973712,0.806344,0.802768,0.218241,0.282712,0.30239,0.387121,0.525015,0.3121,0.717554,0.123845,0.743448,0.496272,0.709091,0.936686,0.733658,0.411854
492,0.531083,0.173986,0.72992,0.72957,0.342518,0.390655,0.625053,0.248434,0.881446,0.678906,0.17163,0.844172,0.540543,0.108778,0.234264,0.706901,0.315017,0.453242
493,0.757537,0.388422,0.340423,0.227623,0.015504,0.700904,0.575116,0.288466,0.365126,0.702176,0.716223,0.266264,0.177241,0.584416,0.723504,0.220936,0.541006,0.411903
494,0.698595,0.990704,0.589782,0.498159,0.18297,0.92592,0.835748,0.921415,0.582568,0.986944,0.025526,0.025315,0.649465,0.726072,0.329151,0.670769,0.189003,0.63256
495,0.825013,0.402646,0.209329,0.028891,0.754848,0.414455,0.915261,0.725593,0.319647,0.410017,0.166036,0.094319,0.57953,0.074864,0.762006,0.788231,0.446796,0.013954
496,0.793284,0.866458,0.197533,0.925617,0.812315,0.106378,0.486132,0.294566,0.611495,0.125414,0.251896,0.091072,0.732636,0.079686,0.930576,0.548668,0.010281,0.059398
497,0.58286,0.263733,0.498597,0.971098,0.294624,0.029548,0.624866,0.933703,0.891208,0.731532,0.672728,0.732453,0.943456,0.374235,0.817651,0.980748,0.60936,0.867495
498,0.349964,0.957317,0.868479,0.142386,0.448495,0.68509,0.245918,0.182993,0.736099,0.31981,0.818702,0.97235,0.4857,0.640099,0.864356,0.253802,0.883476,0.574697
499,0.107428,0.443258,0.541421,0.397897,0.497301,0.181084,0.693574,0.034376,0.068153,0.152534,0.470054,0.839028,0.71706,0.648737,0.822656,0.041899,0.623608,0.508855
500,0.163818,0.664041,0.029749,0.902057,0.405728,0.282427,0.866103,0.516272,0.919143,0.509614,0.472834,0.052924,0.362132,0.636134,0.282292,0.357726,0.171841,0.380571
501,0.871208,0.320721,0.889756,0.620262,0.540369,0.311311,0.586508,0.214346,0.526628,0.964956,0.791615,0.83695,0.275725,0.097282,0.145135,0.257785,0.720734,0.209605
502,0.266501,0.207192,0.354749,0.204424,0.545426,0.564796,0.467512,0.09929,0.096354,0.742888,0.365662,0.071944,0.656464,0.931293,0.020021,0.679881,0.61066,0.080472
503,0.894031,0.19793,0.298786,0.931151,0.210885,0.358141,0.545284,0.279623,0.238753,0.706615,0.900058,0.042676,0.484073,0.807999,0.166574,0.220928,0.411933,0.036918
504,0.306086,0.237024,0.794414,0.582303,0.550294,0.37776,0.456785,0.231799,0.574967,0.239878,0.563277,0.850676,0.983103,0.445457,0.820955,0.577968,0.521092,0.737486
505,0.057257,0.548865,0.74606,0.905921,0.053922,0.329636,0.518223,0.117043,0.64464,0.922086,0.95969,0.54437,0.128072,0.140528,0.147028,0.519312,0.650399,0.409428
506,0.289997,0.563391,0.105689,0.688894,0.234557,0.92273,0.172519,0.977166,0.544334,0.090861,0.466079,0.094335,0.196797,0.632637,0.037356,0.440549,0.538318,0.162471
507,0.384651,0.698202,0.603055,0.252671,0.055756,0.20278,0.185777,0.086933,0.122893,0.868049,0.001723,0.247478,0.850862,0.982183,0.651618,0.643401,0.932289,0.833398
508,0.10368,0.399781,0.676537,0.767438,0.953206,0.982345,0.151314,0.720092,0.304059,0.963638,0.44242,0.655406,0.734508,0.011137,0.215221,0.514536,0.300105,0.001558
509,0.429761,0.135464,0.913867,0.802189,0.546475,0.377779,0.473907,0.360233,0.044623,0.132871,0.62445,0.505552,0.983086,0.909403,0.779937,0.37295,0.914202,0.611263
510,0.797943,0.620799,0.555633,0.189441,0.446554,0.482745,0.602854,0.653397,0.484375,0.879434,0.173245,0.595127,0.503756,0.610222,0.145412,0.779449,0.147552,0.610678
511,0.41382,0.11123,0.330964,0.059844,0.244301,0.962719,0.899912,0.675004,0.673226,0.846787,0.294972,0.013645,0.454376,0.704138,0.729849,0.597438,0.900092,0.269414
512,0.493734,0.944051,0.361622,0.34564,0.107426,0.05745,0.352865,0.240564,0.048201,0.517239,0.202412,0.639907,0.536233,0.25329,0.544192,0.017547,0.082289,0.399341
513,0.998773,0.760139,0.316901,0.6629,0.149938,0.54363,0.417042,0.911316,0.536298,0.394475,0.93274,0.19768,0.656372,0.315391,0.5638,0.325755,0.601582,0.522465
514,0.21532,0.57309,0.08708,0.987252,0.773233,0.731971,0.077363,0.815391,0.289916,0.307345,0.491494,0.98037,0.378348,0.977652,0.267821,0.095719,0.621639,0.73653
515,0.543915,0.110475,0.295493,0.980625,0.205613,0.307572,0.996585,0.555644,0.663287,0.292935,0.422774,0.875828,0.227816,0.21229,0.864531,0.110302,0.652122,0.957808
516,0.987756,0.470651,0.255657,0.712969,0.867314,0.595623,0.098276,0.464318,0.340166,0.665967,0.648468,0.072381,0.981632,0.336523,0.579943,0.159869,0.751369,0.567048
517,0.495724,0.153355,0.748101,0.361129,0.444527,0.68111,0.318758,0.804247,0.885134,0.724167,0.595416,0.248634,0.472137,0.4432,0.158576,0.502207,0.317988,0.341334
518,0.591419,0.979877,0.862897,0.945574,0.106802,0.959063,0.091246,0.849955,0.52857,0.28512,0.311536,0.29268,0.558336,0.826572,0.70194,0.64425,0.051305,0.567676
519,0.546706,0.416721,0.897384,0.111521,0.173838,0.44824,0.611705,0.674316,0.759967,0.161303,0.425769,0.550736,0.935495,0.533638,0.874064,0.50573,0.184877,0.490341
520,0.115269,0.657193,0.323204,0.147357,0.553911,0.423244,0.452972,0.021291,0.279143,0.668186,0.364566,0.333906,0.340952,0.650888,0.756201,0.589784,0.707623,0.038513
521,0.716136,0.115511,0.439168,0.273667,0.86172,0.391555,0.067712,0.057048,0.545115,0.958281,0.857953,0.87534,0.698005,0.752666,0.603183,0.351018,0.819301,0.419573
522,0.912074,0.42854,0.193606,0.794677,0.252398,0.761019,0.720954,0.056751,0.588549,0.211737,0.348204,0.372593,0.471088,0.826586,0.519891,0.90983,0.807791,0.423529
523,0.926576,0.163804,0.997663,0.05788,0.648648,0.712578,0.737503,0.29969,0.981164,0.379102,0.090546,0.483183,0.326512,0.074716,0.088952,0.951097,0.819727,0.891351
524,0.586669,0.57642,0.685698,0.383512,0.834151,0.626388,0.052305,0.604147,0.409599,0.583757,0.536827,0.548777,0.330317,0.689483,0.594767,0.281757,0.609331,0.414604
525,0.352511,0.981708,0.848362,0.302288,0.78601,0.353452,0.735124,0.617352,0.994107,0.087587,0.658077,0.257877,0.801115,0.447469,0.869987,0.8945,0.169042,0.974969
526,0.67551,0.436362,0.926564,0.317688,0.386647,0.779682,0.93415,0.015772,0.684718,0.871744,0.333977,0.566915,0.07679,0.633003,0.589351,0.426003,0.509247,0.825739
527,0.944617,0.70854,0.463243,0.732521,0.559355,0.963102,0.532334,0.638627,0.467892,0.336899,0.714784,0.263038,0.529081,0.93826,0.066956,0.147658,0.604057,0.286449
528,0.978136,0.088765,0.536102,0.646389,0.411273,0.818926,0.942583,0.930968,0.691006,0.89136,0.170864,0.650275,0.835589,0.641707,0.838371,0.044259,0.811701,0.486481
529,0.282955,0.250054,0.428123,0.624591,0.793151,0.672823,0.15396,0.762422,0.260396,0.868472,0.595848,0.995334,0.43249,0.381489,0.975233,0.997643,0.121654,0.697024
530,0.935687,0.125431,0.933759,0.892599,0.947126,0.971857,0.605314,0.808522,0.544395,0.867836,0.91267,0.696511,0.451436,0.910956,0.057397,0.385256,0.505134,0.339419
531,0.730289,0.179422,0.688058,0.773627,0.886342,0.290404,0.337713,0.411347,0.047363,0.308628,0.118385,0.523013,0.287076,0.592615,0.39293,0.936365,0.125929,0.056191
532,0.871837,0.163069,0.135751,0.812364,0.933746,0.437667,0.299006,0.070144,0.268613,0.606452,0.12229,0.905511,0.749174,0.88367,0.876772,0.085149,0.749423,0.722525
533,0.167481,0.64533,0.618774,0.168778,0.244366,0.465374,0.981458,0.099874,0.997433,0.735493,0.404561,0.263661,0.101489,0.084431,0.393864,0.370587,0.69047,0.205265
534,0.976247,0.463057,0.098665,0.118333,0.752182,0.243783,0.599402,0.7097,0.210793,0.643567,0.658597,0.879816,0.431138,0.144982,0.454383,0.489641,0.696868,0.568595
535,0.753518,0.578046,0.261019,0.089365,0.469576,0.360037,0.303118,0.33456,0.533246,0.181992,0.860789,0.909527,0.240019,0.338887,0.654627,0.660697,0.593995,0.153191
536,0.166517,0.612021,0.856619,0.059786,0.457085,0.215941,0.526669,0.589933,0.885308,0.757791,0.408804,0.748962,0.328831,0.563551,0.662154,0.507351,0.695438,0.485216
537,0.540121,0.335117,0.660713,0.111001,0.092674,0.648022,0.075641,0.816907,0.81642,0.547481,0.805682,0.480119,0.110426,0.700735,0.657019,0.31329,0.802587,0.245475
538,0.111533,0.852289,0.883962,0.792361,0.136793,0.708548,0.925626,0.115628,0.05364,0.229897,0.984023,0.062346,0.614533,0.325964,0.090355,0.691276,0.964138,0.191093
539,0.724588,0.520196,0.111609,0.658091,0.551049,0.548192,0.057706,0.201341,0.68626,0.083374,0.891539,0.478198,0.50978,0.00173,0.399801,0.785795,0.155715,0.401495
540,0.595181,0.874465,0.931555,0.707432,0.214421,0.28445,0.293193,0.242192,0.909156,0.942427,0.138301,0.440898,0.376567,0.115697,0.988321,0.26269,0.489583,0.90007
541,0.578287,0.791378,0.427283,0.497372,0.712555,0.233453,0.165665,0.580418,0.135524,0.340441,0.178897,0.989807,0.157026,0.997368,0.163462,0.813685,0.700313,0.402605
542,0.847229,0.702358,0.305573,0.201997,0.508431,0.391508,0.526805,0.871196,0.540038,0.144516,0.487063,0.700701,0.125555,0.226201,0.799531,0.979347,0.160327,0.163678
543,0.769729,0.506392,0.986541,0.969789,0.477668,0.733802,0.737147,0.326431,0.683048,0.087353,0.997589,0.362885,0.691808,0.204592,0.119784,0.346983,0.496691,0.341115
544,0.091715,0.833174,0.10256,0.095585,0.289038,0.993269,0.547402,0.640997,0.379206,0.640052,0.654564,0.089088,0.585423,0.660148,0.125541,0.528456,0.262642,0.902299
545,0.762139,0.682924,0.037336,0.790497,0.820552,0.13203,0.328338,0.632594,0.440929,0.480327,0.733561,0.798265,0.617151,0.899348,0.570876,0.913424,0.685498,0.316
546,0.541466,0.746283,0.226266,0.806287,0.420813,0.043391,0.610138,0.20295,0.312233,0.155945,0.75374,0.307111,0.020105,0.245268,0.909468,0.830286,0.383295,0.384005
547,0.188781,0.062153,0.818242,0.389869,0.682477,0.433804,0.274457,0.086484,0.737516,0.986452,0.89635,0.143025,0.242897,0.416027,0.703614,0.46141,0.76058,0.494134
548,0.347179,0.397525,0.641025,0.554093,0.948567,0.097893,0.089583,0.194535,0.614324,0.765935,0.564751,0.738727,0.248394,0.943689,0.533074,0.765741,0.355375,0.003462
549,0.509194,0.656804,0.870749,0.53991,0.198354,0.736807,0.824237,0.216596,0.706959,0.855249,0.150163,0.241931,0.629407,0.381518,0.270219,0.52846,0.46393,0.036151
550,0.858846,0.070939,0.711734,0.376765,0.838285,0.556205,0.726274,0.545458,0.406778,0.491367,0.512656,0.898772,0.43572,0.529372,0.884421,0.564826,0.127585,0.282343
551,0.881903,0.506711,0.967006,0.572643,0.948594,0.748377,0.979473,0.603039,0.399392,0.94961,0.864394,0.358887,0.934824,0.191377,0.030737,0.943422,0.419131,0.078502
552,0.102102,0.539905,0.894056,0.202264,0.886875,0.273072,0.194703,0.418072,0.866736,0.258446,0.51442,0.347782,0.272789,0.267687,0.159364,0.575867,0.777923,0.926201
553,0.442154,0.259801,0.517706,0.480653,0.246136,0.343951,0.139086,0.63597,0.628563,0.984312,0.823754,0.088959,0.026899,0.147362,0.572973,0.424396,0.956705,0.69879
554,0.843529,0.29216,0.803421,0.182152,0.676263,0.996856,0.965762,0.642535,0.217119,0.73234,0.7807,0.693744,0.621404,0.343222,0.838574,0.248112,0.625385,0.869602
555,0.602364,0.728551,0.816147,0.788303,0.230736,0.599915,0.319563,0.411532,0.736193,0.403729,0.943086,0.000692,0.443887,0.482461,0.405644,0.827245,0.613671,0.50995
556,0.855162,0.081206,0.126775,0.506775,0.20621,0.70469,0.857234,0.430109,0.779767,0.423269,0.723553,0.076935,0.628052,0.370909,0.3777,0.445376,0.00661,0.569888
557,0.59726,0.010408,0.705372,0.893924,0.071213,0.750785,0.57372,0.224109,0.858809,0.885185,0.648631,0.210324,0.271576,0.119218,0.638842,0.973942,0.045593,0.462524
558,0.223036,0.931444,0.473349,0.406669,0.323409,0.994031,0.493435,0.152879,0.285231,0.277252,0.741745,0.866405,0.460188,0.208511,0.984519,0.487023,0.646862,0.08911
559,0.502853,0.711869,0.11038,0.30091,0.523098,0.622709,0.479464,0.823852,0.315687,0.96871,0.565942,0.326769,0.980657,0.301282,0.865734,0.458598,0.597246,0.979591
560,0.515155,0.55661,0.430361,0.822227,0.367684,0.79226,0.95058,0.469264,0.213658,0.841953,0.123245,0.519167,0.994409,0.051642,0.736452,0.852054,0.166321,0.809096
561,0.894078,0.772295,0.018031,0.220094,0.968643,0.510464,0.791158,0.683052,0.88206,0.385875,0.812701,0.24064,0.517428,0.542358,0.343221,0.75156,0.982901,0.069524
562,0.355752,0.26667,0.464836,0.159031,0.998788,0.797745,0.685022,0.316005,0.713311,0.282474,0.597627,0.658486,0.888232,0.825275,0.229202,0.925296,0.511314,0.244958
563,0.23499,0.684483,0.006972,0.608343,0.683121,0.745675,0.845318,0.62653,0.689198,0.91921,0.489819,0.45345,0.746626,0.592848,0.343356,0.415143,0.277992,0.616765
564,0.748858,0.596172,0.809126,0.083314,0.856341,0.047079,0.181739,0.533419,0.954135,0.810412,0.071525,0.944528,0.131074,0.320227,0.75685,0.100684,0.489938,0.776585
565,0.419581,0.299354,0.198611,0.043082,0.004242,0.988459,0.447647,0.273951,0.938915,0.833117,0.254082,0.48318,0.635035,0.092427,0.079485,0.174172,0.060235,0.20074
566,0.484351,0.291074,0.241402,0.123771,0.254699,0.430853,0.577502,0.571628,0.667054,0.374031,0.846159,0.295996,0.489686,0.111087,0.369148,0.613494,0.722414,0.089782
567,0.976586,0.485588,0.887815,0.535189,0.777936,0.69987,0.938403,0.457375,0.786436,0.322312,0.403697,0.655656,0.168563,0.200704,0.947637,0.426358,0.967091,0.859436
568,0.674645,0.087796,0.434512,0.788459,0.915104,0.170914,0.849158,0.96671,0.751911,0.149942,0.078176,0.586296,0.571855,0.776159,0.288173,0.759264,0.586009,0.413029
569,0.671849,0.716854,0.306195,0.878615,0.459558,0.578431,0.443356,0.696125,0.237307,0.304301,0.734395,0.438629,0.114231,0.22932,0.188851,0.639488,0.850781,0.153862
570,0.933888,0.914648,0.066036,0.050171,0.416133,0.845194,0.507335,0.756232,0.314698,0.234415,0.377349,0.247633,0.82775,0.707555,0.405025,0.463986,0.987508,0.724302
